,appID,body,recordID,relevant,reviewID,score,timestamp,title,Potential or Activity,Victim/Abuser/Third
85,838848566,"Great app , highly recommend it to does who wish an easier way to stalk that crush or ur next murder victim.",475651,,1378300006,,2016-05-14T05:59:13Z,Great for my stalking activities,A,A
180,428767956,"With this app, I can spy on my family without them knowing it! It&#39;s such an awesome app!",476102,,453691150,,2011-08-16T16:20:04Z,Fly on the wall!,A,A
168,643496868,"Like every day my friend hangouts me and says I am spying at like 8:00 am, IM SLEEPING OMG WHAT THE HEAK. Do you think you can fix that so we can be friends again. Thanks.",554523,,1329345079,,2016-02-07T14:35:36Z,Spy glitch,A,A
20,547101144,Please bring back Spy Mode... This was one of the best features of the app.,558295,n,1398070336,,2016-06-21T14:56:50Z,Please bring back Spy Mode,A,A
122,547101144,"For reasons stated by others this mode is extremely useful beyond spying. Besides, it's pretty hard to secretly record others using a iPhone or iPad. Neither one is discreet.",558297,n,1396953447,,2016-06-19T10:49:19Z,"Bring Back ""spy mode""",A,A
90,547101144,Spy mode was a great feature.,558316,n,1357626879,,2016-04-02T23:03:27Z,Spy mode gone??,A,A
222,547101144,One fun part of this app was the spy mode while we could prank friends & family and record them & watch it later on,558342,n,1318313816,,2016-01-18T08:42:37Z,Spy mode was removed,A,A
225,547101144,no SpyMode (((((,558344,n,1317585890,,2016-01-17T00:40:16Z,No spyMode,A,A
105,547101144,"I luckily have not yet updated to 5.0. I've found spy mode to be very useful and don't want to lose it. Most recently while waiting on the subway I filmed a crazy guy that was screaming and threatening to shoot people. At one point he noticed me so I turned my phone to casually show the black screen. He saw that and I could tell from his face he thought ""ok, phone is off."" I kept recording without inciting him to focus on me. Luckily he took off, but I had clear evidence of this crazy dude had the cops showed up. Spy mode is handy! Not just for pervs, haha! Srsly, though, I'll hold on to 4.4 as long as possible or until Spy mode is restored. It could come in super handy in certain situations.",558377,n,1303059153,,2015-12-19T21:04:08Z,Still on 4.4,A,A
111,547101144,"I agree with the reviewer before me .. Why ruin a good thing??  Sorry this seems like a downgrade instead of an upgrade - I get the spycam, but is a shutter noise that ruins a video really going to help someone comply w/ an apply policy when videoing people who *know* they're being recorded?  ... Going to try avoiding this upgrade for as long as possible ...",558392,n,1301026386,,2015-12-15T16:58:20Z,Why ruin video with adding unnecessary noises??,A,A
251,547101144,"This app is very good.
I love the spy mode, I can do a bunch of things that others really don't have and it deserves 5 stars well 10 :)",558726,n,903480023,,2013-12-02T11:54:48Z,By: lily,A,A
74,547101144,Try to add the Spy Mode again,569934,,1506168899,,2016-12-21T14:56:32Z,Spy mode,A,A
245,547101144,"For reasons stated by others this mode is extremely useful beyond spying. Besides, it&#39;s pretty hard to secretly record others using a iPhone or iPad. Neither one is discreet.",569973,,1396953447,,2016-06-19T10:49:19Z,"Bring Back ""spy mode""",A,A
121,547101144,One fun part of this app was the spy mode while we could prank friends &amp; family and record them &amp; watch it later on,570018,,1318313816,,2016-01-18T08:42:37Z,Spy mode was removed,A,A
137,547101144,Where did the SPY feature go? That was just about the best thing this application had going for it. Disappointed!!!!,570034,,1308472890,,2015-12-30T10:33:25Z,Was the SPY CAUGHT?,A,A
69,547101144,"By this app, it really works. The spy mode thing is really cool.",570513,,794568014,,2013-04-26T13:32:27Z,YESSUM,A,A
241,547101144,Seriously awesome. Love the spy feature!!! Thanks guys 😘,570531,,791457274,,2013-04-20T19:01:51Z,Amazing,A,A
280,316512204,"Setup was a breeze.  Quicktime 7 pro found it easily.  Unfortunately, resolution seems much, much, lower than hoped.  Video size can not be adjusted live.  Hate to be a hater.  May work well to spy on the kids by 'accidentally' leaving iPhone in secret place.",577407,n,323850862,,2010-07-17T14:18:25Z,Resolution and image size,P,T
55,645682444,"Without them. I wouldn’t have caught my ex husband and wife. 
Spyware is a federal offense. 
So is identity theft.
And electronics theft. Etc. 
And animal abuse. 
Jail or pay. My attorney has all the evidence. 
Thank you VERIZON.",650031,n,4411640961,,2019-07-04T23:13:53Z,Top notch!,A,A
240,377304531,"voxer Is a great app if someone doesn't have a phone or even if they want to pull a prank or spy on people.
I believe is good but it's kind the same thing as another app a lot of people.
It has a lot of people on it and you don't have to send a contact request, but some people could talk to strangers and it is almost the same as (ZELLO walky talky.) With Zello you can also make chat channels, something voxer can not do.
I would say make it like a phone, but then it would be like Skype and Majic Jack. So it is like a lot of other apps on the app-store.",663030,n,720766888,,2013-01-01T23:17:02Z,voxer,P,T
151,377304531,This app is wonderful because I can contact my best friend in Africa quite easily with Voxer! And I feel like a spy when I'm using it! :),663336,n,714251993,,2012-12-23T15:57:34Z,I love this app!!,A,A
90,377304531,I love this app all the time me and my friend spy on here parents and we love to conect on this app,675572,,737614397,,2013-01-27T02:20:50Z,Voxer,A,A
43,377304531,This is so cool. I seriously feel like a spy lol.. It's awesome!,676393,n,544612530,,2012-03-16T02:52:06Z,Walkiee,A,A
180,377304531,"voxer Is a great app if someone doesn&#39;t have a phone or even if they want to pull a prank or spy on people.
I believe is good but it&#39;s kind the same thing as another app a lot of people.
It has a lot of people on it and you don&#39;t have to send a contact request, but some people could talk to strangers and it is almost the same as (ZELLO walky talky.) With Zello you can also make chat channels, something voxer can not do.
I would say make it like a phone, but then it would be like Skype and Majic Jack. So it is like a lot of other apps on the app-store.",676396,,720766888,,2013-01-01T23:17:02Z,voxer,A,A
167,377304531,This app is wonderful because I can contact my best friend in Africa quite easily with Voxer! And I feel like a spy when I&#39;m using it! :),676702,,714251993,,2012-12-23T15:57:34Z,I love this app!!,A,A
15,377304531,iLovee iT takes me back to my childhood && we had the walkie talkies play COPS or SPY.! Good times!!,683975,n,518411927,,2012-01-27T03:39:19Z,OMG((:,A,A
86,377304531,This is so cool. I seriously feel like a spy lol.. It&#39;s awesome!,689742,,544612530,,2012-03-16T02:52:06Z,Walkiee,A,A
227,377304531,But overall a very good app to have. I can now stalk my wife too 😏,696929,,519771442,,2012-01-29T16:08:10Z,Has a few bugs...,A,A
13,639672976,"This is a fantastic app and user friendly! I love that I'm able to spy on my kids during naps, and it's FREE! Watch the tutorial, they explain everything, and start using it!",697241,n,1119189826,,2014-12-25T23:39:37Z,Love it and you will too!,A,A
198,377304531,iLovee iT takes me back to my childhood &amp;&amp; we had the walkie talkies play COPS or SPY.! Good times!!,697312,,518411927,,2012-01-27T03:39:19Z,OMG((:,A,A
223,639672976,This is a great app. I use it mostly for spying on my brothers and filming pranks :p. I just got it but haven't had a problem so far.,697324,n,885055498,,2013-10-20T03:41:53Z,Great App,A,A
223,966460837,I can use this anytime to learn more about spying without them knowing especially for my ideas of course,700967,n,4553814442,,2019-08-02T04:37:26Z,My report on this app,A,A
144,966460837,I love this app. I had a few old phones laying around with bad batteries or cracked screens. Now I have hidden spy Cameras that look like someone’s phone plugged into the charger. Thanks Alfred!!!!!!,701293,n,3745201874,,2019-02-08T03:50:41Z,Best app ever,A,A
239,377304531,This app is good if you are a stalker because it lets you know where the other person is at.,701638,,506857380,,2012-01-05T07:36:59Z,Cool app,A,A
101,966460837,"Spy on GF when at work, find out who's",702005,n,1604610129,,2017-05-04T06:04:28Z,Amazing,A,A
14,377304531,:) I know where everyone&#39;s at like a stalker haha jk jk but real cool app!!,705986,,495008527,,2011-12-14T03:19:47Z,Good Shet right here,A,A
23,639672976,"This is a fantastic app and user friendly! I love that I&#39;m able to spy on my kids during naps, and it&#39;s FREE! Watch the tutorial, they explain everything, and start using it!",710572,,1119189826,,2014-12-25T23:39:37Z,Love it and you will too!,A,A
136,639672976,This is a great app. I use it mostly for spying on my brothers and filming pranks :p. I just got it but haven&#39;t had a problem so far.,710655,,885055498,,2013-10-20T03:41:53Z,Great App,A,A
196,966460837,I love this app because I can spy on my little brother,715023,,3592527272,,2018-12-30T18:22:33Z,Love,A,A
185,966460837,This is a nice app now I can set it up on my other iPhone and tuck it in a hidden spot and spy on the neighbor spying on me... 👍🏼🧐,715315,,2427705649,,2018-04-16T01:48:08Z,Oh Alfred,A,A
275,284910350,Fun and fabulous.  Great tool to stalk my friends. :-),925966,,469245568,,2011-10-08T19:39:45Z,Foodie,A,A
4,284910350,It doesn&#39;t recognize anyplace and refuses to let me check in anywhere it deems too far away so if I&#39;m not so rude as to be playing with my phone at the table I&#39;m not allowed to say where I&#39;ve just been. Is this designed by/for people wanting to be stalked that it needs to be done in real time?,939352,,376209752,0.011865137,2010-12-07T23:51:43Z,Restrictive,P,T
301,333903271,"Why did you have to change it, it was perfect the way it was before you updated it. I know I am a complete stalker but I like the activity thing to see if people are online or not. Like with famous people and stuff how am I supposed to get their attention when they are not online. This may be the dumbest thing you have ever heard but to me it is important. And also just in general I don&#39;t like the setup I liked how I could swipe over when I was at &#34;home&#34; and see the top trending things. It took me like three days to find out where it was. This was not part of the update but it should be, why do people have to be following you in order to dm them that is just dumb. Ok I am just going to go out and say it I am a total Nash Grier fan😍 and I can&#39;t try to get his attention by Dming (made my own word😂) because he doesn&#39;t follow me. How am I supposed to get his follow if I can&#39;t go to the activity side bar thing and see if he is online to get his follow if it is not there anymore?😡 so in conclusion I would like you to please think about what I have said, I know I am only one person but hey I would make me happy😉😂. ",1104079,,1181020999,0.030778469,2015-04-11T04:50:48Z,Why???,P,T
248,333903271,Perfect for profile stalking. Lol jk 😉,1165772,,713680597,,2012-12-22T19:07:39Z,Great,A,A
125,458035189,"Redhackexpert (At) gmail (dot) com YOU REALLY DESERVE THIS RECOMMENDATION WAS THE REASON WHY AM DOING THISSpying over a individual texts may be enlightening but tricky. Eventhough it may placed a romantic relationship at risk, it includes a peekinto a person daily life that they could be looking to conceal. If youhave reason to mistrust someone in your life, spying on their textmessages may be a way for you to find out more about what they are doing..MESSAGE VIA GMAIL ….Redhackexpert @ gmail com",1320749,,4298035827,0,2019-06-11T03:07:06Z,Found something better,A,A
16,443904275,The app is awesome and great but i really miss the &#34;last seen&#34; feature as in whats app since i need to spy on my gf to see whats she doin at the moment. Otherwise the app is almost perfect,1592052,,950826864,,2014-02-27T00:38:21Z,Mr,A,A
161,448142450,I never do these lil app spy on # and so on but it is so much fun.. LOVE IT,1602746,,1219270859,,2015-06-28T20:46:04Z,FAST!!!!!,A,A
291,488030828,Really cool app very stealth,1715113,,729281345,,2013-01-14T18:27:50Z,Awesome,A,A
206,462182115,"The App is great as a Secret Photo Vault. The App is portrayed as a Secret photo App. It does NOT remain a secret when the App Store notifies you (&amp; your Girlfriend) that the Secret Photo Vault needs an update !!!!!!!
Change the notification to read KMYS CALCULATOR App Update !!! Keep it stealthy after you sell it --- the purchaser does NOT need to be reminded it is a secret App !!!",1776534,,827358461,0.018328151,2013-06-27T12:55:05Z,KMYS Review,A,V
170,284984448,"I love this app!!
From now on I can spy on my family :D",1782050,,622255442,,2012-07-14T19:26:46Z,Awesome,A,A
54,920869470,"Can we please get a &#34;Ghost&#34; feature implemented into the next update? An Invisible mode where other NEXTPLUS users can&#39;t see if you&#39;re online or not? These stalkers are driving me crazy!!! 😡 Talking about, &#34;I see you&#39;re online. Why don&#39;t you respond to my messages?&#34; PLEASE!",1801967,,2903482991,0,2018-07-14T03:10:22Z,Pretty Please With A 🍒 On Top?,A,V
47,454638411,Great app but is there any possible way to have the setting to only allow friends to inbox you..? Too many stalkers around.,2386604,,3404973214,,2018-11-11T07:03:59Z,Privacy,A,V
96,454638411,It&#39;s a great app for spying on you.,2468731,,1115516780,,2014-12-19T00:49:08Z,Why do they screw with everything,A,V
116,454638411,You Are Forced To Get This App That Stalks You!,2481858,,1068214447,,2014-09-21T21:16:57Z,Hate It,A,V
71,454638411,You can&#39;t work Facebook messages without this app. This app is invasive and it allows people to stalk your photos with the people that you don&#39;t know. DO NOT DOWNLOAD THIS PIECE OF CRAP.,2485475,,1063809795,,2014-09-13T19:38:56Z,Ugh DO NOT DOWNLOAD,A,V
178,454638411,really? your turning the app into a stalking app,2494376,,1056650626,,2014-08-31T08:20:17Z,horrible,A,V
226,454638411,"It&#39;s a good app, but if you do spy on me, I will find and I will kill you 😯😜😱",2500387,,1053365535,,2014-08-25T21:05:44Z,Unless you have no intensions of spying on me...,A,V
53,454638411,Cant belive people can spy on u with this app,2506433,,1049227117,,2014-08-19T04:53:55Z,Pos,A,V
12,454638411,This app is awesome!! Now it&#39;s easier to stalk people!!,2587824,,745445568,,2013-02-06T09:31:13Z,App,A,A
89,357218860,My family member got stalked on kik and its reminders are so annoying btw,2736767,,1176138750,,2015-04-01T05:36:29Z,Horrible,A,T
236,357218860,"Do not download!! This app has access to your contacts and pictures, therefore hackers can load your information. Do you want that? Also there is no privacy settings so any random person can Kik you. You don&#39;t know if they&#39;re going to stalk you or if they are a poser and a pervert. Be aware and don&#39;t let this app get your contacts or pictures!!!",2742178,,1126135249,0.035161373,2015-01-07T16:23:43Z,Safety101,P,T
278,357218860,"I like the quick response but not how you don&#39;t need a lot of information. Anyone could be on there. Stalkers, perverts, serial killers, Etc.",2759468,,1017107398,0.050749527,2014-06-26T05:03:16Z,Ummm,P,T
174,357218860,Pretty good app for all the pervs and stalkers....what a joke. And people let their kids use this.,2771922,,935710052,,2014-02-02T20:20:54Z,Lol at the pictures,A,T
137,357218860,it&#39;s like aim for smartphones. the methods of finding friends is sketchy; it didn&#39;t find my boyfriend but found people who aren&#39;t even in m phone book. stalker status with read messages,2841513,,366613540,,2010-11-07T04:05:56Z,eh,A,V
239,447188370,A creepy man added me and tried to stalk me don’t let ur kids have it,2979515,,5166548204,,2019-11-19T00:58:52Z,It’s a good app but,A,V
297,447188370,"I don’t really like this app because people can see where you live. Plus I only use this app for the filters and friends that I can’t message but I can message in snapchat. I wish they had a childproof filter or they made a Snapchat for kids 13 and under. I would really appreciate that because a lot of people get bullied and stuff because of social media. I hope and pray that you might consider this as an option. As I am 12 and I don’t like the weirdness of this app. But the filters are great and I like them. But me and my parents don’t like how you can stalk people and post inappropriate things. It’s uncomfortable. Please,please,please thanks this into consideration. Because I love this app there is just way to much adult stuff in this app and not enough kid appropriate stuff. Maybe you can make a kid Snapchat like they made kid tube for kids. That’s what I use. Your welcome. 

            -  lovepuppies12",3017544,,3621352992,,2019-01-07T03:43:37Z,It’s okay,A,A
110,447188370,"I love this app there are so many filters. But there is a snap map, when I was on my friends’ profile it showed me where she was at. In my opinion I think that is terrible because of stalkers and etc. Please fix that. But besides that it think it is good if there was no snap map. Please remove the snap map immediately.",3025860,,3381053572,0.020290802,2018-11-04T19:31:21Z,Love it but,A,A
302,447188370,"I don’t understand why Snapchat hasn’t gone back to the old update, since so many people are complaining about it. Snapchat now only has like 2 stars and many celebrities are stalking about how bad it is now. Just give the people what they want.",3056559,,2332285715,0.029437539,2018-03-22T03:31:48Z,Update,A,A
202,447188370,"Please no... the update removes conveniency for no reason at all, it makes the app more jumbled and hard to use, and it pushes more media l don’t want to see in my face, there are often vulgar or insensitive headlines and articles in their news, and now l can’t hide the stories and am stuck seeing their immorality, the system of stories was fine before, other than that l couldn’t hide “our stories” articles, but the update made viewing friends stories and messaging friends more difficult, and less aesthetically pleasing. And that isn’t even started with privacy, l do not like my snaps being shared on other platforms or people could stalk my location and see where l am without my consent... or use the videos for their own purposes, the privacy aspect was a major reason l used snapchat instead of other media outlets, but you have stripped that away along with convince. l am severely disappointed.",3154913,,2182723646,0.020111092,2018-02-08T15:18:12Z,That update,P,T
42,447188370,"This app is perfect for snapping friends or also making plans with friends to sleepover or hang out.

On the other note the new feature the snapchat map is kinda stalky people can see where you live and now I’m kinda scared.

Overall this is a pretty good app.",3184771,,1899489297,,2017-11-05T15:47:44Z,Perfect,A,V
114,447188370,"Please change the name of Snapchat maps to stalker mode, that would be great! Thank you",3185922,,1849229858,0,2017-10-14T22:52:53Z,Stalker mode,A,T
30,447188370,"I love Snapchat, don&#39;t get me wrong, but there are some things that could use some improvement. 

1) We need a &#34;send to all streaks&#34; button so we don&#39;t have to individually scroll through our friend lists to get everyone.

2) We need a &#34;change username&#34; button because sometimes we have usernames that we regret putting or using, and we want to change it so it&#39;s easier for people to find/add us. 

3) The Bitmoji map is really creepy and stalkish. This makes me feel like someone could find me and stalk me because they know where I am and it&#39;s really creeping me out. Nobody needs to know where I am, that&#39;s my business, not everyones. 

4) The face and surrounding filter could use some work. I love the flower crowns and animals face/ ears with glasses filters, but you guys need to find some new ideas on filters because the one that we have now are getting old. Bring back some of the first snap filter. 

5) I don&#39;t know if it&#39;s just me but, I would send Steaks pictures to my friends that I didn&#39;t have streaks with yet, and the app would tell me &#34;pending&#34; with they never unadded me. 

Thank you!",3193778,,1672081914,0,2017-07-07T03:47:24Z,Some idea to put in the next update!!!,P,T
245,447188370,I absolute dislike this app because my friend can&#39;t install the latest update! Like come on bruh I&#39;m just tryna stalk with him you know? Why can&#39;t you just let us do this? Are you trying to break up our friendship?? Can&#39;t believe it😒,3194412,,1664738286,,2017-07-01T09:33:14Z,Snapchat? More awful,A,A
135,447188370,"I love this app but with this new map, it puts everyone&#39;s safety at risk. It shows the exact location with streets. If it wasn&#39;t for this feature, I would give it a 5 star rating. This app is very fun and I would hate to delete it but I&#39;m very scared. A lot of other kids use this and this makes it easy for stalkers. Even on ghost mode, it&#39;s not safe. PLEASE REMOVE THIS FEATURE!",3194540,,1662701979,0,2017-06-29T20:49:35Z,PLEASE READ! IMPORTANT!,A,V
297,447188370,Get rid of the map please it&#39;s super weird and not everyone you have added is a &#34;friend&#34; so it&#39;s just stalker-ish and having people know your exact location and who your with is just not safe,3194698,,1660485484,0.020682281,2017-06-28T07:01:18Z,Untrustworthy,P,T
139,447188370,"Everytime I turn the flash on, on the front camera it will work for like a second then turn off ??? And also the location update is ugly i don&#39;t need people to see where I am it&#39;s simply stupid and stalkerish and creepy and PEOPLE CAN GET RAPED BC OF THAT SOME PEOPLE DONT KNOW HOW TO TURN IT OFF THIS IS LIKE A HUGE DEAL.",3195422,,1655034883,0,2017-06-23T19:43:45Z,FIX THIS,P,T
235,447188370,"I hope you know even if you go &#34;ghost mode&#34; with the latest update, if someone selects your shadow they can still see who you are and where you are! And I&#39;m talking EXACTLY where you are. The house the area of the house..EXACTLY where you are! There&#39;s something about giving anybody the freedom to see where and with you you are at ALL TIMES is super unsettling and stalker-like. REMOVE THIS FEATURE PLEASE!!!!",3195492,,1654899813,0,2017-06-23T16:23:35Z,Stalker Mode!,A,V
80,447188370,"Snapchat had add a new map to find people. Are you crazy Snapchat! I like the Geocode but it is important areas like Disney or Tampa zoo. But now people can see where I&#39;m moving, makes me more uncomfortable to have a Snapchat. Good thing they have a ghost mode. But do help stalking. Thanks Snapchat.",3195639,,1654221404,0.050311475,2017-06-23T05:08:54Z,Now people can find me,A,V
44,447188370,Only thing I find this app useful for anymore is to Snapchat my girlfriend. Other than that the new snap map thing is really stalker-ish. Do people seriously like that?? What&#39;s wrong with you???,3195900,,1652946495,,2017-06-22T04:18:19Z,Stalker much?,P,T
175,447188370,I hate snapchat now how you have to have the location on to uses the effects I never have location on my phone the fact it runs battery down plus people stalk you very disappointed with the new update most likely now not gonna use it please go back to old update!!,3200365,,1611344902,0.047331241,2017-05-11T23:22:36Z,I loved Snapchat till now :(,A,V
22,447188370,I love this app its my life but snapchat needs to put a stop to hacking and parents using software to stalk their childs like mspy,3211486,,1553935076,,2017-02-27T19:52:52Z,Hacking,A,V
49,447188370,I love the app but y&#39;all Should add who views it and how many times the view it... that way we can see who&#39;s stalking us,3229926,,1456413663,0,2016-09-26T23:54:14Z,Add this and we will love it,A,V
195,447188370,"Well my mom wont let me have this app bc she says it was made for girls and guys to send nudes to each other. She also says that this app is a secrecy app and that nobody can read your story after so long. She said that the FBI have actually put away rapists bc they have used snapchat to rape young girls that dont know any better. My mom also said that ppl can hack your account and steal your bio and stalk you or whatever. Also, ppl could pretend to be a kid but actually be a 40 year old bad guy. Idk if this stuff is true, but just in case it is, dont get snap chat! Unless of coarse you want a stalker...",3255007,,1371286074,,2016-04-30T15:27:28Z,Is it true,P,T
248,447188370,"This app was good but now its for stalking or something. When I was younger almost everyone had it to tell people what was going on. Like cool adventures. But now, people are sending impropriete pictures. They might not under stand that people under the age of 13 have this app. This isn&#39;t a good app anymore. (Anymore) this was a good app until now. So if you are a parent reading this if you don&#39;t want your child or children to get harmed or in danger or anything I wouldn&#39;t advise you to let them have this app. So please make sure they don&#39;t have this app. Thank you for your time and have a nice day",3267461,,1351472120,,2016-03-22T01:01:28Z,Terrible,A,V
51,447188370,Good to send silly pictures and know what your friends are doing without having to stalk their Facebook haha,3302012,,1257996316,,2015-09-16T00:12:43Z,"Fun filters, fun app 😊",A,A
28,447188370,Please don&#39;t ever bring back best friends it&#39;s just a way for people to stalk you I thank you so much for taking it away it honestly is just for people to watch who you talk to in life so props to you🙏🏼🙌🏼,3306721,,1237040953,,2015-08-02T19:00:28Z,Thank you,A,V
204,447188370,Glad there&#39;s no need for people to stalk and see you&#39;re best friends list.,3320311,,1196431965,,2015-05-12T23:04:12Z,No Need to Stalk People's Friends,A,A
119,447188370,This app absolutely ruin my life. My girlfriend constantly stalk me on here. It&#39;s always deleting my stories wit out asking and not enough people watches my snaps,3322659,,1185856308,,2015-04-21T03:16:58Z,👿,A,V
176,447188370,Why take away best friends how els can I stalk people sheesh other then that good app lolololol,3329124,,1164140540,,2015-03-06T11:02:28Z,Good but,A,A
27,447188370,The app is great and works great for me! Glad the best friends are gone that way no crazy ex/boyfriend/girlfriend can stalk who you talk to!,3329187,,1163829976,,2015-03-05T18:19:07Z,Happy,A,V
23,447188370,"This was one of the things I used a lot not to stalk my boyfriend, but just to see what&#39;s going on. 😫 please give it back😱😱😱",3330030,,1157839631,,2015-02-24T23:05:16Z,Best friends list!?!??,A,A
267,447188370,"I literally use the discover everyday ! Haha I love cosmos one, I&#39;m a girl I get tickled with the things they put up , good job for adding that ! And thank you oh my goodness thank you ! For NO BEST FRIENDS best thing you could have cooked up for an update it&#39;s all about privacy anyways with this app , so if I can send a picture and you can&#39;t ever see it again , why can everyone see who I send the most too ! I mean its invasion of privacy without it I feel liberated I feel like it&#39;s not a competition :) with the score , I feel like Stalking will seize to exist , it&#39;s silly young girls who stalk their BF who care about this feature us mature users are thankful good job ! Keep the discover add to it whatever &#39; love it ❤️❤️ one more thing is filters add more only thing I can think of :) k that is all love and peace ! Buh bye",3330660,,1154370290,0,2015-02-20T10:41:53Z,It's genius,A,V
72,447188370,"Dearest Snapchat technicians,

I once enjoyed this application on my cellphone, causally sending APPROPRIATE pictures to my family, friends, and colleagues of silly things; Taking pointless selfies with the aid of the premium lighting that only feeds from my refrigerator lightbulb. However, ever since the feature of viewing others best friends was removed, the app has seemed to lose my interest. I can no longer stalk those who I have befriended on this social network, which was a exceptional feature that this system offered. Please considering adding this feature back in your next update. It would be deeply appreciated and I am positive your business will once again flourish.
All the best,
A straight B student.",3331151,,1152886122,0,2015-02-18T22:32:53Z,"Snapchat, oh dear",A,A
48,447188370,The new update is absolutely wonderful. All the girls are just mad because they can&#39;t stalk their boyfriends anymore because they took away the bestfriends list. Sorry ladies find something else better to do.,3332490,,1145610065,,2015-02-12T02:10:42Z,AWESOME!,A,V
66,447188370,"I hate the new update, I can&#39;t even see bestfriends anymore. That&#39;s how I stalked all my friends👏 like how do I know who my boyfriend is hooking up with😂 the world may never know.(I&#39;m just kidding that&#39;s what all them other girls say) I like the new update you have more privacy and don&#39;t have to worry about people knowing who you talk to👏 wonderful",3332655,,1145375278,,2015-02-11T17:17:46Z,Horrible😂👏,A,A
124,447188370,Don&#39;t listen to these hoes being all dramatic because they can&#39;t stalk dudes all day about their best friends,3333125,,1144551938,,2015-02-10T04:01:30Z,Great app -- stop hatin,A,T
271,447188370,It&#39;s a fun app.. But I miss looking at other peoples besties.. No shame in admitting that. Stalking game strong LOL 😂,3333932,,1143053671,,2015-02-07T11:35:34Z,LOL,A,A
76,447188370,LOL at people mad about best friends going away.... Now you can&#39;t stalk your boyfriend and make sure he&#39;s only talking to you... HAHA!,3336963,,1141296627,,2015-02-04T04:19:41Z,HAHAHA,A,V
81,447188370,"Whooooo, no more best friends. It&#39;s about time, all it did was ruin relationships. It should be private who you snap the most. People should stop complaining about it because they are the ones who stalked people. I love this app now. The discover is very cool too.",3337169,,1141151633,,2015-02-03T21:22:27Z,Best update yet,A,V
231,447188370,All of you people complaining about how snapchat got rid of the best friends list need to seriously shut up. The only reason you want it is to spy on all of your friend and even boyfriend or girlfriend. If you have trust issues I suggest you don&#39;t use this app to try and spy on them. Grow up and quick acting like little kids.,3337284,,1141041524,,2015-02-03T15:50:10Z,All the insecure gf's,A,V
33,447188370,NOW HOW AM I SUPPOSED TO STALK MY BOYFRIEND AND SEE WHO HES CHEATING ON ME WITH?????!,3338268,,1140158458,,2015-02-01T23:17:07Z,BRING SC BESTFRIENDS BACK,A,A
115,447188370,Love that your girlfriend or other crazy chicks can&#39;t stalk who you snap anymore. Makes it so much better. The discovery feature is pretty cool too. Pretty sure most of the people that hate the new update are just over attached girlfriends that like to be all in their boyfriends business.,3338559,,1140015176,,2015-02-01T17:08:22Z,It's the best it's ever been,A,V
105,447188370,I LOVE this new update. My crazy ex girlfriend can no longer stalk who I am talking to. Taking away the Best Friends List is THE single MOST awesome thing ever.,3338878,,1139630415,,2015-02-01T03:50:32Z,UNBELIEVABLE,A,V
240,447188370,"The update has made it very hard, some might even say impossible, to stalk people. I like this guy, so sometimes I stalk his best friends list to see what girls he is talking to. Or when he falls asleep, I check his score to make  sure he isn&#39;t snapchating anyone. I&#39;m not some creeper, most girls do this. Unfortunately, the new update has made this process incredibly hard. Please consider fixing this.",3339451,,1139351725,,2015-01-31T16:13:38Z,update¿,A,A
237,447188370,"For everyone butt hurt about best friends being gone, it probably shouldn&#39;t have been there in the first place. Discover is great, it&#39;s about time snap started making money so we can start seeing updates more frequently! Opens slow for you? Get a better phone. Hassle free way to add new friends is absolutely awesome. Only complaint is that I still need to create groups so I dont have to go through 500 contacts..because this app is that popular! Go snapchat, and go away jealous ex gfs that can&#39;t stalk best friends anymore, society needs you doing more productive things with your life",3340679,,1138625110,,2015-01-30T12:58:50Z,I like the direction,A,A
66,447188370,"Let a brotha stalk his friends, jeez!",3340881,,1138438219,,2015-01-30T05:59:12Z,#bringbackbestfriendslist,A,V
172,447188370,"I love snapchat! I use it more than any other social media app! I use it more than texting! Yea, people are mad cause they can&#39;t stalk their boyfriends or girlfriends and see if they are snap-chatting other people. But that&#39;s a crazy reason to rate this app poorly! Just cause your crazy and can&#39;t stalk people anymore, doesn&#39;t mean this is a bad app! I&#39;ve had people that have added me due to seeing me on someone else&#39;s bestfriends list and those who did that really creeped me out. So I think this is an improvement on he privacy side!",3342970,,1137826303,,2015-01-29T03:18:42Z,LOVE,A,V
288,447188370,I think the update is great. The only people complaining is girlfriends that can&#39;t stalk there boys anymore. You should have the option if u don&#39;t want people to see your best friends and I like that part of the update. It gives you more privacy from psycho girlfriends.,3344765,,1137653902,,2015-01-28T19:23:50Z,Good update,A,T
71,447188370,"I used to hate the best friends list, it was a stalking tool for my friends, thanks snap team",3345288,,1137574625,,2015-01-28T15:54:35Z,AWESOME UPDATE,A,V
252,447188370,best app ever but I like to stalk my ex&#39;s and other friends bestfriends on snapchat like every day but now I can&#39;t and that bothers me,3347467,,1137227901,,2015-01-28T02:50:28Z,bring back bestfriends,A,A
128,447188370,"You can&#39;t see who peoples best friends are, and you can&#39;t stalk your boyfriend/girlfriend
fix asap",3349002,,1137156603,,2015-01-27T23:48:37Z,No best friends,A,A
162,447188370,"My contact list now shows all 600 of my phone contacts, and not my 50 snapchat contacts so I have to scroll through pages and pages to find the person. Also doesn&#39;t show other people&#39;s &#34;best friends&#34; anymore. So how am I going to stalk people now? Just ruined snapchat with a single update. Good job guys.",3351832,,1137068994,0,2015-01-27T20:01:24Z,Worst app update ever,A,A
